HITId	HITTypeId	Title	Reward	AssignmentId	WorkerId	AssignmentStatus	WorkTimeInSeconds	LifetimeApprovalRate	Input1ID	Input2ID	Input3ID	AnswerID	AnswerLabel	FixPosition	FixValue
54	9QT	Is this triple correct or incorrect?	$0.50	269	WWHL098SA43	Submitted	10	69%	wd:Q6538	wdt:P119	wd:Q1792	2.0	INCORRECT	I don't understand	I don't understand
55	9QT	Is this triple correct or incorrect?	$0.50	271	AALKMII97	Submitted	240	98%	wd:Q9192	wdt:P276	wd:Q833	1.0	CORRECT		
55	9QT	Is this triple correct or incorrect?	$0.50	273	GGUI83657S	Submitted	120	85%	wd:Q9192	wdt:P276	wd:Q833	1.0	CORRECT		
55	9QT	Is this triple correct or incorrect?	$0.50	275	WWHL098SA43	Submitted	10	69%	wd:Q9192	wdt:P276	wd:Q833	2.0	INCORRECT	I don't understand	I don't understand
56	9QT	Is this triple correct or incorrect?	$0.50	276	WWHL098SA43	Submitted	10	69%	wd:Q10623856	wdt:P20	wd:Q2096	2.0	INCORRECT	I don't understand	I don't understand
56	9QT	Is this triple correct or incorrect?	$0.50	277	AALKMII97	Submitted	240	98%	wd:Q10623856	wdt:P20	wd:Q2096	2.0	INCORRECT	Predicate	P19
56	9QT	Is this triple correct or incorrect?	$0.50	279	GGUI83657S	Submitted	120	85%	wd:Q10623856	wdt:P20	wd:Q2096	1.0	CORRECT		
57	9QT	Is this triple correct or incorrect?	$0.50	281	AALKMII97	Submitted	240	98%	wd:Q223596	wdt:P1431	wd:Q457180	1.0	CORRECT		
57	9QT	Is this triple correct or incorrect?	$0.50	283	WWHL098SA43	Submitted	10	69%	wd:Q223596	wdt:P1431	wd:Q457180	2.0	INCORRECT	I don't understand	I don't understand
57	9QT	Is this triple correct or incorrect?	$0.50	284	GGUI83657S	Submitted	120	85%	wd:Q223596	wdt:P1431	wd:Q457180	1.0	CORRECT		
58	9QT	Is this triple correct or incorrect?	$0.50	286	AALKMII97	Submitted	240	98%	wd:Q943992	wdt:P161	wd:Q160432	2.0	INCORRECT	Object	Q7360827
58	9QT	Is this triple correct or incorrect?	$0.50	287	WWHL098SA43	Submitted	10	69%	wd:Q943992	wdt:P161	wd:Q160432	1.0	CORRECT		
58	9QT	Is this triple correct or incorrect?	$0.50	288	GGUI83657S	Submitted	120	85%	wd:Q943992	wdt:P161	wd:Q160432	2.0	INCORRECT	2	2
59	9QT	Is this triple correct or incorrect?	$0.50	291	AALKMII97	Submitted	240	98%	wd:Q1893555	wdt:P272	wd:Q48784114	1.0	CORRECT		
59	9QT	Is this triple correct or incorrect?	$0.50	293	WWHL098SA43	Submitted	10	69%	wd:Q1893555	wdt:P272	wd:Q48784114	1.0	CORRECT		
59	9QT	Is this triple correct or incorrect?	$0.50	294	GGUI83657S	Submitted	120	85%	wd:Q1893555	wdt:P272	wd:Q48784114	1.0	CORRECT		
60	9QT	Is this triple correct or incorrect?	$0.50	296	AALKMII97	Submitted	240	98%	wd:Q21060270	wdt:P27	wd:Q916	2.0	INCORRECT	Object	Q884
60	9QT	Is this triple correct or incorrect?	$0.50	298	GGUI83657S	Submitted	120	85%	wd:Q21060270	wdt:P27	wd:Q916	1.0	CORRECT		
60	9QT	Is this triple correct or incorrect?	$0.50	299	WWHL098SA43	Submitted	10	69%	wd:Q21060270	wdt:P27	wd:Q916	2.0	INCORRECT		
61	9QT	Is this triple correct or incorrect?	$0.50	301	AALKMII97	Submitted	240	98%	wd:Q1288004	wdt:P1412	wd:Q13330	2.0	INCORRECT	Object	Q1860
61	9QT	Is this triple correct or incorrect?	$0.50	303	GGUI83657S	Submitted	120	85%	wd:Q1288004	wdt:P1412	wd:Q13330	1.0	CORRECT		
61	9QT	Is this triple correct or incorrect?	$0.50	304	WWHL098SA43	Submitted	10	69%	wd:Q1288004	wdt:P1412	wd:Q13330	2.0	INCORRECT		
